Tgl,x
2007-01-01,33
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,0
2007-01-08,0
2007-01-09,0
2007-01-10,5
2007-01-11,0
2007-01-12,0
2007-01-13,0
2007-01-14,0
2007-01-15,8
2007-01-16,23
2007-01-17,24
2007-01-18,3
2007-01-19,30
2007-01-20,0
2007-01-21,0
2007-01-22,15
2007-01-23,34
2007-01-24,56
2007-01-25,1
2007-01-26,2
2007-01-27,61
2007-01-28,74
2007-01-29,13
2007-01-30,18
2007-01-31,19
2007-02-01,5
2007-02-02,38
2007-02-03,16
2007-02-04,24
2007-02-05,76
2007-02-06,10
2007-02-07,0
2007-02-08,6
2007-02-09,0
2007-02-10,0
2007-02-11,9
2007-02-12,20
2007-02-13,25
2007-02-14,0
2007-02-15,4
2007-02-16,79
2007-02-17,11
2007-02-18,30
2007-02-19,52
2007-02-20,35
2007-02-21,10
2007-02-22,0
2007-02-23,6
2007-02-24,11
2007-02-25,9
2007-02-26,19
2007-02-27,0
2007-02-28,0
2007-03-01,0
2007-03-02,36
2007-03-03,0
2007-03-04,16
2007-03-05,11
2007-03-06,10
2007-03-07,35
2007-03-08,57
2007-03-09,0
2007-03-10,48
2007-03-11,7
2007-03-12,17
2007-03-13,13
2007-03-14,3
2007-03-15,9
2007-03-16,8
2007-03-17,10
2007-03-18,4
2007-03-19,0
2007-03-20,43
2007-03-21,0
2007-03-22,0
2007-03-23,0
2007-03-24,0
2007-03-25,0
2007-03-26,0
2007-03-27,5
2007-03-28,0
2007-03-29,6
2007-03-30,0
2007-03-31,3
2007-04-01,0
2007-04-02,14
2007-04-03,8
2007-04-04,19
2007-04-05,10
2007-04-06,7
2007-04-07,0
2007-04-08,10
2007-04-09,0
2007-04-10,22
2007-04-11,9
2007-04-12,8
2007-04-13,0
2007-04-14,23
2007-04-15,8
2007-04-16,14
2007-04-17,0
2007-04-18,0
2007-04-19,10
2007-04-20,16
2007-04-21,8
2007-04-22,5
2007-04-23,23
2007-04-24,2
2007-04-25,34
2007-04-26,37
2007-04-27,3
2007-04-28,15
2007-04-29,2
2007-04-30,0
2007-05-01,3
2007-05-02,0
2007-05-03,0
2007-05-04,0
2007-05-05,0
2007-05-06,0
2007-05-07,7
2007-05-08,0
2007-05-09,3
2007-05-10,0
2007-05-11,5
2007-05-12,0
2007-05-13,4
2007-05-14,1
2007-05-15,1
2007-05-16,0
2007-05-17,11
2007-05-18,5
2007-05-19,0
2007-05-20,0
2007-05-21,17
2007-05-22,7
2007-05-23,0
2007-05-24,0
2007-05-25,0
2007-05-26,0
2007-05-27,0
2007-05-28,0
2007-05-29,12
2007-05-30,0
2007-05-31,12
2007-06-01,20
2007-06-02,29
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,15
2007-06-07,0
2007-06-08,7
2007-06-09,1
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,3
2007-06-16,0
2007-06-17,0
2007-06-18,12
2007-06-19,3
2007-06-20,10
2007-06-21,6
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,5
2007-06-29,19
2007-06-30,0
2007-07-01,7
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
