Tgl,x
2007-07-07,13
2007-07-08,9
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,18
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,4
2007-08-22,39
2007-08-23,36
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,7
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,4
2007-09-10,0
2007-09-11,0
2007-09-12,19
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,3
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,9
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,12
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,9
2007-10-02,0
2007-10-03,17
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,5
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,7
2007-10-14,2
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,1
2007-10-19,0
2007-10-20,5
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,47
2007-10-25,8
2007-10-26,0
2007-10-27,0
2007-10-28,12
2007-10-29,3
2007-10-30,0
2007-10-31,1
2007-11-01,1
2007-11-02,6
2007-11-03,2
2007-11-04,4
2007-11-05,3
2007-11-06,6
2007-11-07,2
2007-11-08,2
2007-11-09,4
2007-11-10,2
2007-11-11,2
2007-11-12,4
2007-11-13,1
2007-11-14,3
2007-11-15,2
2007-11-16,2
2007-11-17,3
2007-11-18,7
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,9
2007-11-24,0
2007-11-25,0
2007-11-26,1
2007-11-27,3
2007-11-28,1
2007-11-29,3
2007-11-30,3
2007-12-01,0
2007-12-02,0
2007-12-03,31
2007-12-04,15
2007-12-05,20
2007-12-06,9
2007-12-07,6
2007-12-08,0
2007-12-09,3
2007-12-10,24
2007-12-11,14
2007-12-12,19
2007-12-13,21
2007-12-14,23
2007-12-15,43
2007-12-16,0
2007-12-17,17
2007-12-18,49
2007-12-19,13
2007-12-20,12
2007-12-21,27
2007-12-22,19
2007-12-23,10
2007-12-24,11
2007-12-25,15
2007-12-26,22
2007-12-27,30
2007-12-28,11
2007-12-29,7
2007-12-30,15
2007-12-31,20
