Tgl,x
2006-08-13,0
2006-08-14,0
2006-08-15,0
2006-08-16,0
2006-08-17,0
2006-08-18,0
2006-08-19,17
2006-08-20,0
2006-08-21,0
2006-08-22,0
2006-08-23,0
2006-08-24,0
2006-08-25,0
2006-08-26,0
2006-08-27,0
2006-08-28,0
2006-08-29,0
2006-08-30,0
2006-08-31,0
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,0
2006-09-11,0
2006-09-12,0
2006-09-13,0
2006-09-14,2
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,19
2006-09-29,0
2006-09-30,11
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,11
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,24
2006-10-13,1
2006-10-14,0
2006-10-15,32
2006-10-16,2
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,28
2006-10-27,20
2006-10-28,0
2006-10-29,0
2006-10-30,30
2006-10-31,32
2006-11-01,10
2006-11-02,6
2006-11-03,NA
2006-11-04,6
2006-11-05,NA
2006-11-06,NA
2006-11-07,12
2006-11-08,17
2006-11-09,NA
2006-11-10,2
2006-11-11,NA
2006-11-12,7
2006-11-13,NA
2006-11-14,NA
2006-11-15,NA
2006-11-16,NA
2006-11-17,NA
2006-11-18,NA
2006-11-19,NA
2006-11-20,NA
2006-11-21,NA
2006-11-22,3
2006-11-23,10
2006-11-24,NA
2006-11-25,NA
2006-11-26,9
2006-11-27,6
2006-11-28,17
2006-11-29,NA
2006-11-30,3
2006-12-01,4
2006-12-02,7
2006-12-03,23
2006-12-04,11
2006-12-05,5
2006-12-06,11
2006-12-07,17
2006-12-08,7
2006-12-09,NA
2006-12-10,4
2006-12-11,3
2006-12-12,16
2006-12-13,2
2006-12-14,57
2006-12-15,NA
2006-12-16,NA
2006-12-17,7
2006-12-18,NA
2006-12-19,NA
2006-12-20,20
2006-12-21,19
2006-12-22,35
2006-12-23,12
2006-12-24,15
2006-12-25,20
2006-12-26,25
2006-12-27,29
2006-12-28,29
2006-12-29,13
2006-12-30,32
2006-12-31,33
