"lat","lon","prc","tgl"
"-6.94999980926514","106.449996948242",14.6499996185303,2014-03-12
"-6.85000133514404","106.449996948242",6.72499990463257,2014-03-12
"-6.74999523162842","106.449996948242",4.875,2014-03-12
"-6.64999675750732","106.449996948242",3.85000014305115,2014-03-12
"-6.54999828338623","106.449996948242",0,2014-03-12
"-6.44999980926514","106.449996948242",0.125,2014-03-12
"-6.35000133514404","106.449996948242",1.94999992847443,2014-03-12
"-6.24999523162842","106.449996948242",3.74999976158142,2014-03-12
"-6.14999675750732","106.449996948242",5.40000009536743,2014-03-12
"-6.04999828338623","106.449996948242",3.35000014305115,2014-03-12
"-6.94999980926514","106.550003051758",10.2749996185303,2014-03-12
"-6.85000133514404","106.550003051758",10.7000007629395,2014-03-12
"-6.74999523162842","106.550003051758",5.27499961853027,2014-03-12
"-6.64999675750732","106.550003051758",0.575000047683716,2014-03-12
"-6.54999828338623","106.550003051758",0.300000011920929,2014-03-12
"-6.44999980926514","106.550003051758",0.175000011920929,2014-03-12
"-6.35000133514404","106.550003051758",2.375,2014-03-12
"-6.24999523162842","106.550003051758",4.67500019073486,2014-03-12
"-6.14999675750732","106.550003051758",5.92500019073486,2014-03-12
"-6.04999828338623","106.550003051758",3.65000033378601,2014-03-12
"-6.94999980926514","106.650009155273",6.70000028610229,2014-03-12
"-6.85000133514404","106.650009155273",7.19999980926514,2014-03-12
"-6.74999523162842","106.650009155273",7.32499980926514,2014-03-12
"-6.64999675750732","106.650009155273",0.700000047683716,2014-03-12
"-6.54999828338623","106.650009155273",0.400000005960464,2014-03-12
"-6.44999980926514","106.650009155273",0.100000001490116,2014-03-12
"-6.35000133514404","106.650009155273",5.57500028610229,2014-03-12
"-6.24999523162842","106.650009155273",5.40000009536743,2014-03-12
"-6.14999675750732","106.650009155273",6.77500009536743,2014-03-12
"-6.04999828338623","106.650009155273",3.95000028610229,2014-03-12
"-6.94999980926514","106.750015258789",13.9500007629395,2014-03-12
"-6.85000133514404","106.750015258789",8.34999942779541,2014-03-12
"-6.74999523162842","106.750015258789",6.67500066757202,2014-03-12
"-6.64999675750732","106.750015258789",0.400000005960464,2014-03-12
"-6.54999828338623","106.750015258789",0.349999994039536,2014-03-12
"-6.44999980926514","106.750015258789",3.15000033378601,2014-03-12
"-6.35000133514404","106.750015258789",4.90000009536743,2014-03-12
"-6.24999523162842","106.750015258789",4.80000019073486,2014-03-12
"-6.14999675750732","106.750015258789",6.52500009536743,2014-03-12
"-6.04999828338623","106.750015258789",4.97500085830688,2014-03-12
"-6.94999980926514","106.850021362305",10.8249988555908,2014-03-12
"-6.85000133514404","106.850021362305",11.25,2014-03-12
"-6.74999523162842","106.850021362305",9.44999885559082,2014-03-12
"-6.64999675750732","106.850021362305",0.949999988079071,2014-03-12
"-6.54999828338623","106.850021362305",0.474999994039536,2014-03-12
"-6.44999980926514","106.850021362305",0.350000023841858,2014-03-12
"-6.35000133514404","106.850021362305",1.125,2014-03-12
"-6.24999523162842","106.850021362305",2.87500023841858,2014-03-12
"-6.14999675750732","106.850021362305",4.72499990463257,2014-03-12
"-6.04999828338623","106.850021362305",5.42500019073486,2014-03-12
"-6.94999980926514","106.449996948242",1.07500004768372,2014-03-13
"-6.85000133514404","106.449996948242",5.42500019073486,2014-03-13
"-6.74999523162842","106.449996948242",8.02499961853027,2014-03-13
"-6.64999675750732","106.449996948242",16.7749996185303,2014-03-13
"-6.54999828338623","106.449996948242",22.6499977111816,2014-03-13
"-6.44999980926514","106.449996948242",25.5500011444092,2014-03-13
"-6.35000133514404","106.449996948242",15.850001335144,2014-03-13
"-6.24999523162842","106.449996948242",15.7749977111816,2014-03-13
"-6.14999675750732","106.449996948242",16.3499984741211,2014-03-13
"-6.04999828338623","106.449996948242",15.6249990463257,2014-03-13
"-6.94999980926514","106.550003051758",2.125,2014-03-13
"-6.85000133514404","106.550003051758",4.07500028610229,2014-03-13
"-6.74999523162842","106.550003051758",7.97499990463257,2014-03-13
"-6.64999675750732","106.550003051758",15.9749984741211,2014-03-13
"-6.54999828338623","106.550003051758",20.5,2014-03-13
"-6.44999980926514","106.550003051758",21.5249996185303,2014-03-13
"-6.35000133514404","106.550003051758",14.1749982833862,2014-03-13
"-6.24999523162842","106.550003051758",14.4749994277954,2014-03-13
"-6.14999675750732","106.550003051758",18.75,2014-03-13
"-6.04999828338623","106.550003051758",17.4499988555908,2014-03-13
"-6.94999980926514","106.650009155273",3.12500023841858,2014-03-13
"-6.85000133514404","106.650009155273",4.72499990463257,2014-03-13
"-6.74999523162842","106.650009155273",14.1250009536743,2014-03-13
"-6.64999675750732","106.650009155273",20.2749996185303,2014-03-13
"-6.54999828338623","106.650009155273",19.3250007629395,2014-03-13
"-6.44999980926514","106.650009155273",17.4500007629395,2014-03-13
"-6.35000133514404","106.650009155273",12.1249990463257,2014-03-13
"-6.24999523162842","106.650009155273",19.0749988555908,2014-03-13
"-6.14999675750732","106.650009155273",22.9250011444092,2014-03-13
"-6.04999828338623","106.650009155273",15.9499998092651,2014-03-13
"-6.94999980926514","106.750015258789",7.84999990463257,2014-03-13
"-6.85000133514404","106.750015258789",11.4000005722046,2014-03-13
"-6.74999523162842","106.750015258789",14.0999994277954,2014-03-13
"-6.64999675750732","106.750015258789",20.1249961853027,2014-03-13
"-6.54999828338623","106.750015258789",25.274995803833,2014-03-13
"-6.44999980926514","106.750015258789",18.7249984741211,2014-03-13
"-6.35000133514404","106.750015258789",15.3999977111816,2014-03-13
"-6.24999523162842","106.750015258789",17.2000007629395,2014-03-13
"-6.14999675750732","106.750015258789",21.6999988555908,2014-03-13
"-6.04999828338623","106.750015258789",22.6000022888184,2014-03-13
"-6.94999980926514","106.850021362305",14.4499998092651,2014-03-13
"-6.85000133514404","106.850021362305",17.1499977111816,2014-03-13
"-6.74999523162842","106.850021362305",18.3500003814697,2014-03-13
"-6.64999675750732","106.850021362305",17.9250011444092,2014-03-13
"-6.54999828338623","106.850021362305",32.0749969482422,2014-03-13
"-6.44999980926514","106.850021362305",25.3500022888184,2014-03-13
"-6.35000133514404","106.850021362305",24.1999969482422,2014-03-13
"-6.24999523162842","106.850021362305",33.3250007629395,2014-03-13
"-6.14999675750732","106.850021362305",39.2249984741211,2014-03-13
"-6.04999828338623","106.850021362305",44.4500007629395,2014-03-13
"-6.94999980926514","106.449996948242",4.67499971389771,2014-03-14
"-6.85000133514404","106.449996948242",2.67499995231628,2014-03-14
"-6.74999523162842","106.449996948242",6.02500009536743,2014-03-14
"-6.64999675750732","106.449996948242",3.07500004768372,2014-03-14
"-6.54999828338623","106.449996948242",0.625000059604645,2014-03-14
"-6.44999980926514","106.449996948242",0.300000011920929,2014-03-14
"-6.35000133514404","106.449996948242",0,2014-03-14
"-6.24999523162842","106.449996948242",1.77500009536743,2014-03-14
"-6.14999675750732","106.449996948242",8.02499961853027,2014-03-14
"-6.04999828338623","106.449996948242",10.5000009536743,2014-03-14
"-6.94999980926514","106.550003051758",3.875,2014-03-14
"-6.85000133514404","106.550003051758",1.22500002384186,2014-03-14
"-6.74999523162842","106.550003051758",4.72499990463257,2014-03-14
"-6.64999675750732","106.550003051758",1.02499997615814,2014-03-14
"-6.54999828338623","106.550003051758",0.0750000029802322,2014-03-14
"-6.44999980926514","106.550003051758",0.375,2014-03-14
"-6.35000133514404","106.550003051758",0,2014-03-14
"-6.24999523162842","106.550003051758",1.10000002384186,2014-03-14
"-6.14999675750732","106.550003051758",2.97499990463257,2014-03-14
"-6.04999828338623","106.550003051758",6.19999933242798,2014-03-14
"-6.94999980926514","106.650009155273",4.05000019073486,2014-03-14
"-6.85000133514404","106.650009155273",0.675000011920929,2014-03-14
"-6.74999523162842","106.650009155273",0.324999988079071,2014-03-14
"-6.64999675750732","106.650009155273",0.25,2014-03-14
"-6.54999828338623","106.650009155273",0.0750000029802322,2014-03-14
"-6.44999980926514","106.650009155273",0.450000017881393,2014-03-14
"-6.35000133514404","106.650009155273",0,2014-03-14
"-6.24999523162842","106.650009155273",0,2014-03-14
"-6.14999675750732","106.650009155273",1.42500007152557,2014-03-14
"-6.04999828338623","106.650009155273",2.25000023841858,2014-03-14
"-6.94999980926514","106.750015258789",5.65000009536743,2014-03-14
"-6.85000133514404","106.750015258789",1.32500004768372,2014-03-14
"-6.74999523162842","106.750015258789",0.100000001490116,2014-03-14
"-6.64999675750732","106.750015258789",0,2014-03-14
"-6.54999828338623","106.750015258789",1.92500007152557,2014-03-14
"-6.44999980926514","106.750015258789",2.27500009536743,2014-03-14
"-6.35000133514404","106.750015258789",0,2014-03-14
"-6.24999523162842","106.750015258789",0,2014-03-14
"-6.14999675750732","106.750015258789",0.524999976158142,2014-03-14
"-6.04999828338623","106.750015258789",1.89999997615814,2014-03-14
"-6.94999980926514","106.850021362305",7.80000019073486,2014-03-14
"-6.85000133514404","106.850021362305",1.52499997615814,2014-03-14
"-6.74999523162842","106.850021362305",0,2014-03-14
"-6.64999675750732","106.850021362305",0.699999988079071,2014-03-14
"-6.54999828338623","106.850021362305",3.82500004768372,2014-03-14
"-6.44999980926514","106.850021362305",2.22500014305115,2014-03-14
"-6.35000133514404","106.850021362305",0.650000035762787,2014-03-14
"-6.24999523162842","106.850021362305",0,2014-03-14
"-6.14999675750732","106.850021362305",0.325000017881393,2014-03-14
"-6.04999828338623","106.850021362305",1.47499990463257,2014-03-14
